DATE,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYPrecip
2017-03-17 23:59,,,76,51,64,8.8,1,0,0617,1820,0.00
2017-03-18 23:59,,,64,53,59,3.8,6,0,0615,1821,0.00
2017-03-19 23:59,,,64,53,59,3.8,6,0,0614,1822,0.00
2017-03-20 12:59,0.01,,,,,,,,0614,1822,
2017-03-20 14:59,0.03,,,,,,,,0614,1822,
2017-03-20 15:59,0.01,,,,,,,,0614,1822,
2017-03-20 16:59,0.03,,,,,,,,0612,1822,
2017-03-20 18:59,0.02,,,,,,,,0612,1822,
2017-03-20 19:59,0.09,,,,,,,,0612,1822,
2017-03-20 20:59,0.25,,,,,,,,0612,1822,
2017-03-20 21:59,0.22,,,,,,,,0612,1822,
2017-03-20 22:59,0.14,,,,,,,,0612,1822,
2017-03-20 23:59,,,61,54,57,1.8,8,0,0612,1822,0.86
2017-03-21 00:59,0.01,,,,,,,,0612,1822,
2017-03-21 01:59,0.03,,,,,,,,0612,1822,
2017-03-21 03:59,0.01,,,,,,,,0612,1822,
2017-03-21 04:59,0.01,,,,,,,,0612,1822,
2017-03-21 05:59,0.19,,,,,,,,0612,1822,
2017-03-21 06:59,0.20,,,,,,,,0612,1822,
2017-03-21 07:59,0.07,,,,,,,,0612,1822,
2017-03-21 22:59,0.02,,,,,,,,0610,1823,
2017-03-21 23:59,,,64,55,60,4.8,5,0,0610,1823,0.61
2017-03-22 00:59,0.01,,,,,,,,0610,1823,
2017-03-22 01:59,0.01,,,,,,,,0610,1823,
2017-03-22 02:59,0.04,,,,,,,,0610,1823,
2017-03-22 03:59,0.02,,,,,,,,0610,1823,
2017-03-22 05:59,0.01,,,,,,,,0610,1823,
2017-03-22 23:59,,,59,50,54,-1.3,11,0,0609,1824,0.09
2017-03-23 23:59,,,59,49,54,-1.3,11,0,0607,1825,0.00
2017-03-24 03:59,0.01,,,,,,,,0607,1825,
2017-03-24 04:59,0.08,,,,,,,,0607,1825,
2017-03-24 05:59,0.03,,,,,,,,0607,1825,
2017-03-24 06:59,0.01,,,,,,,,0607,1825,
2017-03-24 07:59,0.03,,,,,,,,0607,1825,
2017-03-24 08:59,0.16,,,,,,,,0607,1825,
2017-03-24 09:59,0.09,,,,,,,,0607,1825,
2017-03-24 10:59,0.08,,,,,,,,0607,1825,
2017-03-24 11:59,0.03,,,,,,,,0607,1825,
2017-03-24 12:59,0.04,,,,,,,,0607,1825,
2017-03-24 13:59,0.01,,,,,,,,0607,1825,
2017-03-24 17:59,0.01,,,,,,,,0606,1826,
2017-03-24 23:59,,,58,52,55,-0.3,10,0,0606,1826,0.58
2017-03-25 23:59,,,60,50,55,-0.3,10,0,0604,1827,0.00
2017-03-26 16:59,0.01,,,,,,,,0603,1828,
2017-03-26 19:59,0.05,,,,,,,,0603,1828,
2017-03-26 23:59,,,61,51,56,0.7,9,0,0603,1828,0.06
2017-03-27 23:59,,,59,50,54,-1.4,11,0,0601,1829,0.00
2017-03-28 23:59,,,67,50,58,2.6,7,0,0600,1830,0.00
2017-03-29 23:59,,,66,53,60,4.6,5,0,0558,1831,0.00
2017-03-30 23:59,,,61,51,56,0.5,9,0,0557,1832,0.00
2017-03-31 23:59,,,71,54,63,7.5,2,0,0555,1833,0.00
2017-04-01 23:59,,,75,53,64,8.5,1,0,0554,1833,0.00
2017-04-02 23:59,,,72,52,62,6.4,3,0,0552,1834,0.00
2017-04-03 23:59,,,66,49,57,1.4,8,0,0551,1835,0.00
2017-04-04 23:59,,,66,50,58,2.4,7,0,0549,1836,0.00
2017-04-05 23:59,,,73,52,63,7.3,2,0,0548,1837,0.00
2017-04-06 08:59,0.02,,,,,,,,0548,1837,
2017-04-06 09:59,0.02,,,,,,,,0548,1837,
2017-04-06 16:59,0.03,,,,,,,,0546,1838,
2017-04-06 17:59,0.17,,,,,,,,0546,1838,
2017-04-06 18:59,0.07,,,,,,,,0546,1838,
2017-04-06 19:59,0.04,,,,,,,,0546,1838,
2017-04-06 20:59,0.09,,,,,,,,0546,1838,
2017-04-06 21:59,0.16,,,,,,,,0546,1838,
2017-04-06 22:59,0.20,,,,,,,,0546,1838,
2017-04-06 23:59,,,63,48,55,-0.7,10,0,0546,1838,0.92
2017-04-07 09:59,0.01,,,,,,,,0546,1838,
2017-04-07 18:59,0.01,,,,,,,,0545,1839,
2017-04-07 19:59,0.02,,,,,,,,0545,1839,
2017-04-07 20:59,0.01,,,,,,,,0545,1839,
2017-04-07 21:59,0.11,,,,,,,,0545,1839,
2017-04-07 22:59,0.01,,,,,,,,0545,1839,
2017-04-07 23:59,,,63,48,55,-0.8,10,0,0545,1839,0.18
2017-04-08 07:59,0.03,,,,,,,,0545,1839,
2017-04-08 08:59,0.08,,,,,,,,0545,1839,
2017-04-08 09:59,0.01,,,,,,,,0545,1839,
2017-04-08 23:59,,,54,46,50,-5.8,15,0,0543,1840,0.12
2017-04-09 23:59,,,59,45,52,-3.8,13,0,0542,1841,0.00
2017-04-10 23:59,,,63,48,55,-0.9,10,0,0541,1842,0.00
2017-04-11 21:59,0.04,,,,,,,,0539,1843,
2017-04-11 22:59,0.10,,,,,,,,0539,1843,
2017-04-11 23:59,,,64,53,59,3.1,6,0,0539,1843,0.16
2017-04-12 02:59,0.01,,,,,,,,0539,1843,
2017-04-12 04:59,0.01,,,,,,,,0539,1843,
2017-04-12 05:59,0.01,,,,,,,,0539,1843,
2017-04-12 20:59,0.01,,,,,,,,0538,1843,
2017-04-12 21:59,0.01,,,,,,,,0538,1843,
2017-04-12 22:59,0.04,,,,,,,,0538,1843,
2017-04-12 23:59,,,66,53,60,4.0,5,0,0538,1843,0.15
2017-04-13 04:59,0.03,,,,,,,,0538,1843,
2017-04-13 05:59,0.01,,,,,,,,0538,1843,
2017-04-13 23:59,,,57,49,53,-3.0,12,0,0536,1844,0.04
2017-04-14 23:59,,,59,47,53,-3.1,12,0,0535,1845,0.00
2017-04-15 23:59,,,66,49,57,0.9,8,0,0533,1846,0.00
2017-04-16 09:59,0.05,,,,,,,,0533,1846,
2017-04-16 12:59,0.06,,,,,,,,0533,1846,
2017-04-16 13:59,0.01,,,,,,,,0533,1846,
2017-04-16 22:59,0.03,,,,,,,,0532,1847,
2017-04-16 23:59,,,58,51,54,-2.2,11,0,0532,1847,0.20
2017-04-17 00:59,0.06,,,,,,,,0532,1847,
2017-04-17 01:59,0.02,,,,,,,,0532,1847,
2017-04-17 02:59,0.02,,,,,,,,0532,1847,
2017-04-17 03:59,0.03,,,,,,,,0532,1847,
2017-04-17 04:59,0.01,,,,,,,,0532,1847,
2017-04-17 05:59,0.03,,,,,,,,0532,1847,
2017-04-17 15:59,0.02,,,,,,,,0532,1847,
2017-04-17 16:59,0.02,,,,,,,,0531,1848,
2017-04-17 20:59,0.01,,,,,,,,0531,1848,
2017-04-17 22:59,0.03,,,,,,,,0531,1848,
2017-04-17 23:59,,,62,54,58,1.8,7,0,0531,1848,0.27
2017-04-18 00:59,0.01,,,,,,,,0531,1848,
2017-04-18 04:59,0.01,,,,,,,,0531,1848,
2017-04-18 05:59,0.01,,,,,,,,0531,1848,
2017-04-18 23:59,,,63,53,58,1.7,7,0,0529,1849,0.03
2017-04-19 21:59,0.01,,,,,,,,0528,1850,
2017-04-19 22:59,0.10,,,,,,,,0528,1850,
2017-04-19 23:59,,,66,53,60,3.7,5,0,0528,1850,0.14
2017-04-20 00:59,0.01,,,,,,,,0528,1850,
2017-04-20 23:59,,,63,54,58,1.6,7,0,0527,1851,0.01
2017-04-21 23:59,,,72,53,63,6.6,2,0,0525,1852,0.00
2017-04-22 23:59,,,62,52,57,0.6,8,0,0524,1853,0.00
2017-04-23 23:59,,,60,52,56,-0.5,9,0,0523,1854,0.00
2017-04-24 23:59,,,60,52,56,-0.5,9,0,0521,1855,0.00
2017-04-25 23:59,,,61,53,57,0.4,8,0,0520,1855,0.00
2017-04-26 05:59,0.01,,,,,,,,0520,1855,
2017-04-26 13:59,0.01,,,,,,,,0520,1855,
2017-04-26 14:59,0.01,,,,,,,,0520,1855,
2017-04-26 23:59,,,60,53,57,0.4,8,0,0519,1856,0.03
2017-04-27 23:59,,,64,51,58,1.3,7,0,0518,1857,0.00
2017-04-28 23:59,,,67,50,58,1.3,7,0,0517,1858,0.00
2017-04-29 23:59,,,75,55,65,8.2,0,0,0515,1859,0.00
2017-04-30 23:59,,,72,52,62,5.2,3,0,0514,1900,0.00
2017-05-01 23:59,,,81,55,68,11.1,0,3,0513,1901,0.00
2017-05-02 23:59,,,83,57,70,13.1,0,5,0512,1902,0.00
2017-05-03 23:59,,,82,53,68,11.1,0,3,0511,1903,0.00
2017-05-04 23:59,,,59,50,54,-3.0,11,0,0510,1904,0.00
2017-05-05 23:59,,,60,50,55,-2.0,10,0,0509,1905,0.00
2017-05-06 23:59,,,61,49,55,-2.1,10,0,0508,1905,0.00
2017-05-07 23:59,,,65,50,57,-0.1,8,0,0507,1906,0.00
2017-05-08 23:59,,,65,50,57,-0.2,8,0,0506,1907,0.00
2017-05-09 23:59,,,67,51,59,1.8,6,0,0505,1908,0.00
2017-05-10 23:59,,,60,52,56,-1.3,9,0,0504,1909,0.00
2017-05-11 23:59,,,63,51,57,-0.3,8,0,0503,1910,0.00
2017-05-12 23:59,,,60,51,56,-1.4,9,0,0502,1911,0.00
2017-05-13 23:59,,,60,49,54,-3.4,11,0,0501,1912,0.00
2017-05-14 23:59,,,61,48,54,-3.5,11,0,0500,1913,0.00
2017-05-15 23:59,,,61,49,55,-2.5,10,0,0459,1913,0.00
2017-05-16 23:59,,,59,49,54,-3.6,11,0,0458,1914,0.00
2017-05-17 23:59,,,64,50,57,-0.7,8,0,0458,1915,0.00
2017-05-18 23:59,,,71,50,61,3.3,4,0,0457,1916,0.00
2017-05-19 23:59,,,75,53,64,6.2,1,0,0456,1917,0.00
2017-05-20 23:59,,,77,51,64,6.2,1,0,0455,1918,0.00
2017-05-21 23:59,,,69,52,61,3.1,4,0,0455,1918,0.00
2017-05-22 23:59,,,63,51,57,-1.0,8,0,0454,1919,0.00
2017-05-23 23:59,,,62,52,57,-1.0,8,0,0453,1920,0.00
2017-05-24 23:59,,,61,51,56,-2.1,9,0,0453,1921,0.00
2017-05-25 23:59,,,62,53,58,-0.2,7,0,0452,1922,0.00
2017-05-26 23:59,,,62,53,58,-0.3,7,0,0452,1922,0.00
2017-05-27 23:59,,,62,53,58,-0.3,7,0,0451,1923,0.00
2017-05-28 23:59,,,61,52,56,-2.4,9,0,0451,1924,0.00
2017-05-29 23:59,,,58,51,54,-4.5,11,0,0450,1924,0.00
2017-05-30 23:59,,,58,51,54,-4.5,11,0,0450,1925,0.00
2017-05-31 23:59,,,64,52,58,-0.6,7,0,0449,1926,0.00
2017-06-01 23:59,,,65,53,59,0.3,6,0,0449,1927,0.00
2017-06-02 23:59,,,68,52,60,1.2,5,0,0449,1927,0.00
2017-06-03 23:59,,,63,52,57,-1.8,8,0,0449,1928,0.00
2017-06-04 23:59,,,63,52,57,-1.9,8,0,0448,1928,0.00
2017-06-05 23:59,,,69,51,60,1.0,5,0,0448,1929,0.00
2017-06-06 23:59,,,61,51,56,-3.1,9,0,0448,1930,0.00
2017-06-07 23:59,,,62,52,57,-2.1,8,0,0448,1930,0.00
2017-06-08 06:59,0.01,,,,,,,,0448,1930,
2017-06-08 07:59,0.03,,,,,,,,0448,1930,
2017-06-08 08:59,0.01,,,,,,,,0448,1930,
2017-06-08 09:59,0.04,,,,,,,,0448,1930,
2017-06-08 13:59,0.01,,,,,,,,0448,1930,
2017-06-08 23:59,,,62,57,60,0.8,5,0,0447,1931,0.10
2017-06-09 23:59,,,63,54,58,-1.3,7,0,0447,1931,0.00
2017-06-10 23:59,,,64,53,59,-0.4,6,0,0447,1932,0.00
2017-06-11 23:59,,,60,52,56,-3.4,9,0,0447,1932,0.00
2017-06-12 23:59,,,65,52,58,-1.5,7,0,0447,1932,0.00
2017-06-13 23:59,,,66,52,59,-0.6,6,0,0447,1933,0.00
2017-06-14 23:59,,,72,52,62,2.4,3,0,0447,1933,0.00
2017-06-15 23:59,,,70,53,62,2.3,3,0,0447,1934,0.00
2017-06-16 23:59,,,72,58,65,5.3,0,0,0447,1934,0.00
2017-06-17 23:59,,,77,58,67,7.2,0,2,0447,1934,0.00
2017-06-18 23:59,,,88,61,74,14.2,0,9,0448,1934,0.00
2017-06-19 23:59,,,77,57,67,7.1,0,2,0448,1935,0.00
2017-06-20 23:59,,,71,55,63,3.1,2,0,0448,1935,0.00
2017-06-21 23:59,,,71,53,62,2.0,3,0,0448,1935,0.00
2017-06-22 23:59,,,72,56,64,4.0,1,0,0448,1935,0.00
2017-06-23 23:59,,,66,55,61,1.0,4,0,0449,1935,0.00
2017-06-24 23:59,,,64,55,60,-0.1,5,0,0449,1936,0.00
2017-06-25 23:59,,,64,55,60,-0.1,5,0,0449,1936,0.00
2017-06-26 23:59,,,73,58,65,4.9,0,0,0450,1936,0.00
2017-06-27 23:59,,,63,56,59,-1.1,6,0,0450,1936,0.00
2017-06-28 23:59,,,61,55,58,-2.1,7,0,0451,1936,0.00
2017-06-29 23:59,,,63,53,58,-2.2,7,0,0451,1936,0.00
2017-06-30 23:59,,,63,51,57,-3.2,8,0,0451,1936,0.00
2017-07-01 23:59,,,65,52,58,-2.2,7,0,0452,1935,0.00
2017-07-02 23:59,,,63,52,57,-3.2,8,0,0452,1935,0.00
2017-07-03 23:59,,,64,52,58,-2.2,7,0,0453,1935,0.00
2017-07-04 23:59,,,64,54,59,-1.2,6,0,0453,1935,0.00
2017-07-05 23:59,,,64,53,59,-1.2,6,0,0454,1935,0.00
2017-07-06 23:59,,,67,53,60,-0.2,5,0,0455,1934,0.00
2017-07-07 23:59,,,72,53,63,2.8,2,0,0455,1934,0.00
2017-07-08 23:59,,,76,54,65,4.8,0,0,0456,1934,0.00
2017-07-09 23:59,,,67,52,59,-1.2,6,0,0456,1933,0.00
2017-07-10 23:59,,,66,54,60,-0.2,5,0,0457,1933,0.00
2017-07-11 23:59,,,65,54,59,-1.2,6,0,0458,1933,0.00
2017-07-12 23:59,,,65,54,59,-1.2,6,0,0458,1932,0.00
2017-07-13 23:59,,,65,53,59,-1.2,6,0,0459,1932,0.00
2017-07-14 23:59,,,66,54,60,-0.2,5,0,0500,1931,0.00
2017-07-15 23:59,,,75,55,65,4.8,0,0,0500,1931,0.00
2017-07-16 23:59,,,78,58,68,7.8,0,3,0501,1930,0.00
2017-07-17 23:59,,,68,55,62,1.8,3,0,0502,1930,0.00
2017-07-18 23:59,,,63,52,57,-3.3,8,0,0503,1929,0.00
2017-07-19 23:59,,,68,53,61,0.7,4,0,0503,1928,0.00
2017-07-20 23:59,,,65,54,59,-1.3,6,0,0504,1928,0.00
2017-07-21 23:59,,,68,54,61,0.7,4,0,0505,1927,0.00
2017-07-22 23:59,,,77,55,66,5.7,0,1,0506,1926,0.00
2017-07-23 23:59,,,66,55,61,0.7,4,0,0506,1925,0.00
2017-07-24 23:59,,,68,56,62,1.6,3,0,0507,1925,0.00
2017-07-25 23:59,,,69,57,63,2.6,2,0,0508,1924,0.00
2017-07-26 23:59,,,66,55,61,0.6,4,0,0509,1923,0.00
2017-07-27 23:59,,,67,53,60,-0.5,5,0,0510,1922,0.00
2017-07-28 23:59,,,63,54,58,-2.5,7,0,0511,1921,0.00
2017-07-29 23:59,,,62,55,59,-1.5,6,0,0511,1920,0.00
2017-07-30 23:59,,,67,54,60,-0.6,5,0,0512,1919,0.00
2017-07-31 23:59,,,63,55,59,-1.6,6,0,0513,1918,0.00
2017-08-01 23:59,,,67,53,60,-0.7,5,0,0514,1917,0.00
2017-08-02 23:59,,,74,55,64,3.3,1,0,0515,1916,0.00
2017-08-03 23:59,,,76,59,67,6.2,0,2,0516,1915,0.00
2017-08-04 23:59,,,71,62,67,6.2,0,2,0516,1914,0.00
2017-08-05 23:59,,,67,58,62,1.1,3,0,0517,1913,0.00
2017-08-06 05:59,0.01,,,,,,,,0517,1913,
2017-08-06 23:59,,,65,57,61,0.1,4,0,0518,1912,0.01
2017-08-07 23:59,,,66,59,63,2.0,2,0,0519,1911,0.00
2017-08-08 23:59,,,64,57,61,-0.1,4,0,0520,1910,0.00
2017-08-09 23:59,,,62,57,60,-1.1,5,0,0521,1909,0.00
2017-08-10 23:59,,,67,57,62,0.8,3,0,0522,1908,0.00
2017-08-11 23:59,,,67,56,61,-0.3,4,0,0522,1906,0.00
2017-08-12 23:59,,,63,55,59,-2.3,6,0,0523,1905,0.00
2017-08-13 23:59,,,66,54,60,-1.4,5,0,0524,1904,0.00
2017-08-14 23:59,,,62,55,59,-2.5,6,0,0525,1903,0.00
2017-08-15 23:59,,,62,55,59,-2.6,6,0,0526,1901,0.00
2017-08-16 23:59,,,68,57,63,1.4,2,0,0527,1900,0.00
2017-08-17 23:59,,,67,59,63,1.3,2,0,0528,1859,0.00
2017-08-18 23:59,,,68,58,63,1.2,2,0,0529,1857,0.00
2017-08-19 23:59,,,66,58,62,0.2,3,0,0529,1856,0.00
2017-08-20 23:59,,,70,59,64,2.1,1,0,0530,1855,0.00
2017-08-21 23:59,,,70,61,65,3.0,0,0,0531,1853,0.00
2017-08-22 23:59,,,67,59,63,1.0,2,0,0532,1852,0.00
2017-08-23 23:59,,,64,57,61,-1.1,4,0,0533,1851,0.00
2017-08-24 23:59,,,64,57,61,-1.1,4,0,0534,1849,0.00
2017-08-25 23:59,,,64,54,59,-3.2,6,0,0535,1848,0.00
2017-08-26 23:59,,,74,53,64,1.8,1,0,0535,1846,0.00
2017-08-27 23:59,,,71,59,65,2.7,0,0,0536,1845,0.00
2017-08-28 23:59,,,68,57,63,0.7,2,0,0537,1844,0.00
2017-08-29 23:59,,,63,56,59,-3.4,6,0,0538,1842,0.00
2017-08-30 23:59,,,65,54,59,-3.4,6,0,0539,1841,0.00
2017-08-31 23:59,,,86,55,71,8.5,0,6,0540,1839,0.00
2017-09-01 23:59,,,106,69,88,25.5,0,23,0540,1838,0.00
2017-09-02 23:59,,,102,75,89,26.5,0,24,0541,1836,0.00
2017-09-03 23:59,,,84,65,74,11.4,0,9,0542,1835,0.00
2017-09-04 23:59,,,79,64,72,9.4,0,7,0543,1833,0.00
2017-09-05 23:59,,,77,64,71,8.4,0,6,0544,1832,0.00
2017-09-06 23:59,,,73,62,68,5.4,0,3,0545,1830,0.00
2017-09-07 23:59,,,71,61,66,3.3,0,1,0546,1829,0.00
2017-09-08 23:59,,,68,59,64,1.3,1,0,0546,1827,0.00
2017-09-09 23:59,,,72,59,65,2.3,0,0,0547,1826,0.00
2017-09-10 23:59,,,89,58,73,10.3,0,8,0548,1824,0.00
2017-09-11 18:59,0.03,,,,,,,,0549,1822,
2017-09-11 19:59,0.02,,,,,,,,0549,1822,
2017-09-11 20:59,0.05,,,,,,,,0549,1822,
2017-09-11 23:59,,,89,64,77,14.3,0,12,0549,1822,0.10
2017-09-12 23:59,,,79,63,71,8.3,0,6,0550,1821,0.00
2017-09-13 23:59,,,66,61,64,1.3,1,0,0551,1819,0.00
2017-09-14 23:59,,,66,59,63,0.3,2,0,0551,1818,0.00
2017-09-15 23:59,,,70,56,63,0.3,2,0,0552,1816,0.00
2017-09-16 23:59,,,68,56,62,-0.7,3,0,0553,1815,0.00
2017-09-17 23:59,,,69,57,63,0.3,2,0,0554,1813,0.00
2017-09-18 23:59,,,67,59,63,0.3,2,0,0555,1812,0.00
2017-09-19 23:59,,,71,57,64,1.3,1,0,0556,1810,0.00
2017-09-20 23:59,,,68,58,63,0.3,2,0,0557,1808,0.00
2017-09-21 23:59,,,64,55,60,-2.7,5,0,0557,1807,0.00
2017-09-22 23:59,,,68,55,62,-0.7,3,0,0558,1805,0.00
2017-09-23 23:59,,,74,55,64,1.3,1,0,0559,1804,0.00
2017-09-24 23:59,,,80,56,68,5.3,0,3,0600,1802,0.00
2017-09-25 23:59,,,81,57,69,6.4,0,4,0601,1801,0.00
2017-09-26 23:59,,,87,59,73,10.4,0,8,0602,1759,0.00
2017-09-27 23:59,,,85,63,74,11.4,0,9,0603,1758,0.00
2017-09-28 23:59,,,72,56,64,1.4,1,0,0603,1756,0.00
2017-09-29 23:59,,,62,57,60,-2.5,5,0,0604,1754,0.00
2017-09-30 23:59,,,69,56,63,0.5,2,0,0605,1753,0.00
2017-10-01 23:59,,,69,56,63,0.5,2,0,0606,1751,0.00
2017-10-02 23:59,,,70,55,63,0.5,2,0,0607,1750,0.00
2017-10-03 23:59,,,67,52,59,-3.4,6,0,0608,1748,0.00
2017-10-04 23:59,,,73,53,63,0.6,2,0,0609,1747,0.00
2017-10-05 23:59,,,74,49,61,-1.3,4,0,0610,1745,0.00
2017-10-06 23:59,,,83,54,68,5.7,0,3,0611,1744,0.00
2017-10-07 23:59,,,73,54,64,1.7,1,0,0611,1742,0.00
2017-10-08 23:59,,,75,53,64,1.8,1,0,0612,1741,0.00
2017-10-09 23:59,,,79,62,71,8.9,0,6,0613,1740,0.00
2017-10-10 23:59,,,72,52,62,-0.1,3,0,0614,1738,0.00
2017-10-11 23:59,,,66,52,59,-3.0,6,0,0615,1737,0.00
2017-10-12 23:59,,,66,52,59,-3.0,6,0,0616,1735,0.00
2017-10-13 23:59,,,71,52,62,0.1,3,0,0617,1734,0.00
2017-10-14 23:59,,,77,55,66,4.2,0,1,0618,1732,0.00
2017-10-15 23:59,,,80,56,68,6.3,0,3,0619,1731,0.00
2017-10-16 23:59,,,82,60,71,9.4,0,6,0620,1730,0.00
2017-10-17 23:59,,,75,50,63,1.4,2,0,0621,1728,0.00
2017-10-18 23:59,,,60,49,54,-7.5,11,0,0622,1727,0.00
2017-10-19 22:59,0.15,,,,,,,,0623,1726,
2017-10-19 23:59,,,63,53,58,-3.4,7,0,0623,1726,0.29
2017-10-20 00:59,0.02,,,,,,,,0623,1726,
2017-10-20 23:59,,,61,52,56,-5.3,9,0,0624,1724,0.02
2017-10-21 23:59,,,65,51,58,-3.1,7,0,0625,1723,0.00
2017-10-22 23:59,,,71,54,63,2.0,2,0,0626,1722,0.00
2017-10-23 23:59,,,82,59,71,10.1,0,6,0627,1721,0.00
2017-10-24 23:59,,,89,66,78,17.2,0,13,0628,1719,0.00
2017-10-25 23:59,,,86,64,75,14.4,0,10,0629,1718,0.00
2017-10-26 23:59,,,85,63,74,13.5,0,9,0630,1717,0.00
2017-10-27 23:59,,,83,53,68,7.6,0,3,0631,1716,0.00
2017-10-28 23:59,,,64,52,58,-2.2,7,0,0632,1715,0.00
2017-10-29 23:59,,,59,52,55,-5.0,10,0,0633,1713,0.00
2017-10-30 23:59,,,59,53,56,-3.9,9,0,0634,1712,0.00
2017-10-31 23:59,,,66,52,59,-0.7,6,0,0635,1711,0.00
2017-11-01 23:59,,,67,53,60,0.5,5,0,0636,1710,0.00
2017-11-02 23:59,,,66,51,59,-0.4,6,0,0637,1709,0.00
2017-11-03 02:59,0.01,,,,,,,,0637,1709,
2017-11-03 03:59,0.02,,,,,,,,0637,1709,
2017-11-03 23:59,,,65,57,61,1.8,4,0,0638,1708,0.03
2017-11-04 02:59,0.04,,,,,,,,0638,1708,
2017-11-04 03:59,0.04,,,,,,,,0638,1708,
2017-11-04 23:59,,,60,50,55,-4.0,10,0,0639,1707,0.08
2017-11-05 23:59,,,57,49,53,-5.8,12,0,0640,1706,0.00
2017-11-06 23:59,,,61,52,56,-2.6,9,0,0641,1705,0.00
2017-11-07 23:59,,,65,50,57,-1.4,8,0,0642,1704,0.00
2017-11-08 21:59,0.06,,,,,,,,0643,1703,
2017-11-08 22:59,0.04,,,,,,,,0643,1703,
2017-11-08 23:59,,,64,53,59,0.8,6,0,0643,1703,0.18
2017-11-09 00:59,0.02,,,,,,,,0643,1703,
2017-11-09 23:59,,,67,58,62,4.0,3,0,0645,1702,0.02
2017-11-10 07:59,0.05,,,,,,,,0645,1702,
2017-11-10 10:59,0.01,,,,,,,,0645,1702,
2017-11-10 11:59,0.16,,,,,,,,0645,1702,
2017-11-10 23:59,,,63,57,60,2.2,5,0,0646,1702,0.22
2017-11-11 23:59,,,62,54,58,0.4,7,0,0647,1701,0.00
2017-11-12 23:59,,,63,52,57,-0.4,8,0,0648,1700,0.00
2017-11-13 16:59,0.04,,,,,,,,0649,1659,
2017-11-13 17:59,0.05,,,,,,,,0649,1659,
2017-11-13 23:59,,,68,56,62,4.8,3,0,0649,1659,0.09
2017-11-14 23:59,,,63,53,58,1.1,7,0,0650,1658,0.00
2017-11-15 08:59,0.01,,,,,,,,0650,1658,
2017-11-15 20:59,0.01,,,,,,,,0651,1658,
2017-11-15 21:59,0.05,,,,,,,,0651,1658,
2017-11-15 23:59,,,63,53,58,1.3,7,0,0651,1658,0.22
2017-11-16 00:59,0.12,,,,,,,,0651,1658,
2017-11-16 01:59,0.08,,,,,,,,0651,1658,
2017-11-16 02:59,0.23,,,,,,,,0651,1658,
2017-11-16 03:59,0.14,,,,,,,,0651,1658,
2017-11-16 04:59,0.03,,,,,,,,0651,1658,
2017-11-16 05:59,0.26,,,,,,,,0651,1658,
2017-11-16 06:59,0.10,,,,,,,,0651,1658,
2017-11-16 07:59,0.06,,,,,,,,0651,1658,
2017-11-16 08:59,0.04,,,,,,,,0651,1658,
2017-11-16 09:59,0.07,,,,,,,,0651,1658,
2017-11-16 10:59,0.09,,,,,,,,0651,1658,
2017-11-16 11:59,0.01,,,,,,,,0651,1658,
2017-11-16 12:59,0.05,,,,,,,,0651,1658,
2017-11-16 13:59,0.05,,,,,,,,0651,1658,
2017-11-16 15:59,0.01,,,,,,,,0651,1658,
2017-11-16 16:59,0.03,,,,,,,,0652,1657,
2017-11-16 21:59,0.07,,,,,,,,0652,1657,
2017-11-16 22:59,0.03,,,,,,,,0652,1657,
2017-11-16 23:59,,,61,52,56,-0.5,9,0,0652,1657,1.48
2017-11-17 23:59,,,60,50,55,-1.3,10,0,0653,1656,0.00
2017-11-18 23:59,,,60,47,54,-2.1,11,0,0654,1656,0.00
